0,1,2,3,4,5,6,7,8,9,10,11,external_code,season,category,release_date,day,week,month,year,image_path,color,fabric,extra
0.0046948356807511,0.0732394366197183,0.0619718309859154,0.0666666666666666,0.0460093896713615,0.0431924882629108,0.0262910798122065,0.0197183098591549,0.012206572769953,0.0140845070422535,0.0103286384976525,0.0093896713615023,1,SS17,long sleeve,2016-12-01,0.5,0.9230769230769232,1.0,0.99851411589896,PE17/00001.png,yellow,acrylic,hem
0.0140845070422535,0.0140845070422535,0.0093896713615023,0.012206572769953,0.0065727699530516,0.0,0.0018779342723004,0.012206572769953,0.0197183098591549,0.0150234741784037,0.0150234741784037,0.0056338028169014,11,SS17,short sleeves,2016-12-05,0.0,0.9423076923076924,1.0,0.99851411589896,PE17/00011.png,green,angora,hem
0.0366197183098591,0.0535211267605633,0.0478873239436619,0.0291079812206572,0.0347417840375586,0.0215962441314554,0.0244131455399061,0.0150234741784037,0.0197183098591549,0.0112676056338028,0.0159624413145539,0.0093896713615023,21,SS17,long sleeve,2016-12-06,0.1666666666666666,0.9423076923076924,1.0,0.99851411589896,PE17/00021.png,grey,acrylic,sleeve
0.0018779342723004,0.0413145539906103,0.0328638497652582,0.0319248826291079,0.0103286384976525,0.0056338028169014,0.0065727699530516,0.0018779342723004,0.0046948356807511,0.0093896713615023,0.0093896713615023,0.0140845070422535,31,SS17,short sleeves,2016-12-10,0.8333333333333334,0.9423076923076924,1.0,0.99851411589896,PE17/00031.png,black,georgette,sleeve
0.028169014084507,0.0422535211267605,0.0572769953051643,0.0093896713615023,0.0028169014084507,0.0028169014084507,0.0018779342723004,0.0,0.0075117370892018,0.0075117370892018,0.0046948356807511,0.0150234741784037,41,SS17,sleeveless,2016-12-12,0.0,0.9615384615384616,1.0,0.99851411589896,PE17/00041.png,brown,lurex,hem
0.0009389671361502,0.0300469483568075,0.0469483568075117,0.0065727699530516,0.0018779342723004,0.0056338028169014,0.0056338028169014,0.0056338028169014,0.0150234741784037,0.0075117370892018,0.0056338028169014,0.0046948356807511,51,SS17,long dress,2016-12-15,0.5,0.9615384615384616,1.0,0.99851411589896,PE17/00051.png,yellow,silky satin,hem
0.0018779342723004,0.0375586854460093,0.0619718309859154,0.0197183098591549,0.0140845070422535,0.0150234741784037,0.0112676056338028,0.0197183098591549,0.0460093896713615,0.0384976525821596,0.0140845070422535,0.0206572769953051,61,SS17,long dress,2016-12-17,0.8333333333333334,0.9615384615384616,1.0,0.99851411589896,PE17/00061.png,brown,tulle,sleeve
0.0056338028169014,0.0103286384976525,0.0009389671361502,0.0009389671361502,0.0028169014084507,0.0018779342723004,0.0009389671361502,0.0028169014084507,0.0,0.0009389671361502,0.0046948356807511,0.0018779342723004,71,SS17,short coat,2016-12-22,0.5,0.9807692307692308,1.0,0.99851411589896,PE17/00071.png,brown,lace,strapless
0.0253521126760563,0.0197183098591549,0.0291079812206572,0.0375586854460093,0.0694835680751173,0.0610328638497652,0.0525821596244131,0.0591549295774647,0.0422535211267605,0.0460093896713615,0.0234741784037558,0.0244131455399061,81,SS17,culottes,2017-01-10,0.1666666666666666,0.0384615384615384,0.0833333333333333,0.9990094105993066,PE17/00081.png,black,georgette,hem
0.0075117370892018,0.0075117370892018,0.0150234741784037,0.0150234741784037,0.0215962441314554,0.0291079812206572,0.0244131455399061,0.0441314553990609,0.0366197183098591,0.0187793427230046,0.028169014084507,0.0169014084507042,91,SS17,long sleeve,2017-01-10,0.1666666666666666,0.0384615384615384,0.0833333333333333,0.9990094105993066,PE17/00091.png,yellow,nice,sleeve
0.0056338028169014,0.0056338028169014,0.0056338028169014,0.0065727699530516,0.0075117370892018,0.0103286384976525,0.0065727699530516,0.0140845070422535,0.0159624413145539,0.0065727699530516,0.0028169014084507,0.0046948356807511,101,SS17,sleeveless,2017-01-11,0.3333333333333333,0.0384615384615384,0.0833333333333333,0.9990094105993066,PE17/00101.png,brown,nice,sleeveless
0.0103286384976525,0.0056338028169014,0.0065727699530516,0.012206572769953,0.0140845070422535,0.0075117370892018,0.0187793427230046,0.0234741784037558,0.0328638497652582,0.0600938967136149,0.0488262910798122,0.0375586854460093,111,SS17,short coat,2017-01-11,0.3333333333333333,0.0384615384615384,0.0833333333333333,0.9990094105993066,PE17/00111.png,yellow,faux leather,sleeve
0.0046948356807511,0.0,0.0046948356807511,0.0140845070422535,0.0187793427230046,0.0159624413145539,0.0187793427230046,0.0187793427230046,0.028169014084507,0.0431924882629108,0.0328638497652582,0.0366197183098591,121,SS17,short coat,2017-01-12,0.5,0.0384615384615384,0.0833333333333333,0.9990094105993066,PE17/00121.png,brown,faux leather,sleeve
0.0018779342723004,0.0009389671361502,0.0009389671361502,0.0009389671361502,0.0056338028169014,0.0028169014084507,0.0065727699530516,0.0018779342723004,0.0046948356807511,0.0065727699530516,0.0075117370892018,0.0075117370892018,131,SS17,solid colours,2017-01-14,0.8333333333333334,0.0384615384615384,0.0833333333333333,0.9990094105993066,PE17/00131.png,brown,frise,shoulder
0.0244131455399061,0.0234741784037558,0.0300469483568075,0.0187793427230046,0.0197183098591549,0.012206572769953,0.0140845070422535,0.0103286384976525,0.0075117370892018,0.0075117370892018,0.0009389671361502,0.0018779342723004,141,SS17,culottes,2017-01-17,0.1666666666666666,0.0576923076923077,0.0833333333333333,0.9990094105993066,PE17/00141.png,brown,jacquard,hem
0.0056338028169014,0.0056338028169014,0.012206572769953,0.012206572769953,0.0197183098591549,0.0478873239436619,0.0253521126760563,0.0234741784037558,0.0244131455399061,0.0319248826291079,0.0234741784037558,0.0197183098591549,151,SS17,long sleeve,2017-01-19,0.5,0.0576923076923077,0.0833333333333333,0.9990094105993066,PE17/00151.png,green,georgette,hem
0.0009389671361502,0.0065727699530516,0.0009389671361502,0.0018779342723004,0.0046948356807511,0.0018779342723004,0.012206572769953,0.0075117370892018,0.0046948356807511,0.0075117370892018,0.0018779342723004,0.0056338028169014,161,SS17,drop sleeve,2017-01-21,0.8333333333333334,0.0576923076923077,0.0833333333333333,0.9990094105993066,PE17/00161.png,brown,faux leather,hem
0.0169014084507042,0.0112676056338028,0.0215962441314554,0.0187793427230046,0.0112676056338028,0.0197183098591549,0.0328638497652582,0.0234741784037558,0.0262910798122065,0.0384976525821596,0.0338028169014084,0.0169014084507042,171,SS17,solid colours,2017-01-23,0.0,0.0769230769230769,0.0833333333333333,0.9990094105993066,PE17/00171.png,green,matte jersey,hem
0.0187793427230046,0.0300469483568075,0.0478873239436619,0.0384976525821596,0.056338028169014,0.0591549295774647,0.0619718309859154,0.0835680751173709,0.0375586854460093,0.0422535211267605,0.0262910798122065,0.0112676056338028,181,SS17,printed,2017-01-24,0.1666666666666666,0.0769230769230769,0.0833333333333333,0.9990094105993066,PE17/00181.png,white,georgette,hem
0.0028169014084507,0.0112676056338028,0.0234741784037558,0.0187793427230046,0.0150234741784037,0.0234741784037558,0.0169014084507042,0.0244131455399061,0.0262910798122065,0.0150234741784037,0.0103286384976525,0.0103286384976525,191,SS17,sheath dress,2017-01-24,0.1666666666666666,0.0769230769230769,0.0833333333333333,0.9990094105993066,PE17/00191.png,brown,cady,hem
0.0046948356807511,0.012206572769953,0.0140845070422535,0.0056338028169014,0.0046948356807511,0.0112676056338028,0.012206572769953,0.0197183098591549,0.0262910798122065,0.012206572769953,0.0253521126760563,0.0103286384976525,201,SS17,sleeveless,2017-01-25,0.3333333333333333,0.0769230769230769,0.0833333333333333,0.9990094105993066,PE17/00201.png,red,cady,hem
0.0018779342723004,0.0056338028169014,0.0056338028169014,0.0046948356807511,0.0028169014084507,0.0159624413145539,0.0159624413145539,0.0140845070422535,0.0075117370892018,0.0046948356807511,0.0056338028169014,0.0028169014084507,211,SS17,short coat,2017-01-27,0.6666666666666666,0.0769230769230769,0.0833333333333333,0.9990094105993066,PE17/00211.png,brown,silky satin,hem
0.0018779342723004,0.0234741784037558,0.0394366197183098,0.1183098591549295,0.0835680751173709,0.056338028169014,0.0516431924882629,0.0422535211267605,0.0460093896713615,0.0488262910798122,0.0516431924882629,0.0253521126760563,221,SS17,long sleeve,2017-02-01,0.3333333333333333,0.0961538461538461,0.1666666666666666,0.9990094105993066,PE17/00221.png,green,cotton,hem
0.0046948356807511,0.0863849765258216,0.1070422535211267,0.1624413145539906,0.1248826291079812,0.0985915492957746,0.0535211267605633,0.0422535211267605,0.0300469483568075,0.0215962441314554,0.0169014084507042,0.0075117370892018,231,SS17,long sleeve,2017-02-03,0.6666666666666666,0.0961538461538461,0.1666666666666666,0.9990094105993066,PE17/00231.png,blue,cotton,hem
0.0046948356807511,0.056338028169014,0.0610328638497652,0.1014084507042253,0.1154929577464788,0.0967136150234741,0.0478873239436619,0.0572769953051643,0.0375586854460093,0.0234741784037558,0.0056338028169014,0.0065727699530516,241,SS17,long sleeve,2017-02-03,0.6666666666666666,0.0961538461538461,0.1666666666666666,0.9990094105993066,PE17/00241.png,blue,cotton,hem
